BW,Beg.,Nov.,Int.,Adv.,Elite
110,62,105,161,230,306
120,72,117,176,248,327
130,81,129,191,265,347
140,90,141,205,281,366
150,99,152,218,297,384
160,108,163,232,312,401
170,117,173,244,327,417
180,125,184,256,341,433
190,134,194,268,355,449
200,142,203,280,368,463
210,150,213,291,381,478
220,158,222,301,393,492
230,165,231,312,405,505
240,173,240,322,417,518
250,180,249,332,428,531
260,187,257,342,439,543
270,194,265,351,450,555
280,201,273,361,460,566
290,208,281,370,470,578
300,214,289,378,480,589
310,221,296,387,490,599
